1000,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1024,1025,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042,1043,1044,1045,1046,1047,1048,1049,1050,1051
1000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,0,0,0,1000,50,250,0,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,250,0,250,50,0,0,0,0,0,1000
1000,1000,1000,1000,1000,50,250,250,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,250,250,250,50,0,0,0,0,0,1000
1000,0,0,0,0,50,250,0,250,50,0,0,0,0,0,0,0,0,50,250,0,250,50,0,0,0,0,50,250,0,250,50,0,0,0,0,0,0,0,0,0,50,250,0,250,50,0,0,0,0,0,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,250,250,250,50,0,0,0,0,50,250,250,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,300,50,0,0,50,250,0,250,50,0,0,0,50,0,0,0,0,50,250,0,250,50,0,0,0,0,50,250,0,250,50,0,0,0,50,0,0,0,0,0,50,250,0,250,50,0,0,0,50,300,1000
1000,0,0,0,0,50,250,250,250,50,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,50,250,250,250,50,0,0,0,0,0,1000
1000,300,50,0,0,50,250,0,250,50,0,50,300,0,300,50,0,0,50,250,0,250,50,0,0,0,0,50,250,0,250,50,0,50,300,0,300,50,0,0,0,50,250,0,250,50,0,0,0,50,300,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,50,250,250,250,50,0,0,0,0,50,250,250,250,50,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,300,50,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,50,250,0,250,50,0,0,0,0,50,250,0,250,50,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,50,300,1000
1000,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,1000
1000,300,50,0,50,300,0,300,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,50,300,0,300,50,0,50,300,1000
1000,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,350,350,350,350,50,0,0,0,0,0,350,350,350,350,50,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,1000
1000,300,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,350,350,350,350,50,0,0,0,0,0,350,350,350,350,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,300,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,50,0,0,0,0,0,0,0,350,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,1000
1000,0,0,0,100,100,50,0,0,0,0,0,0,50,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,50,0,0,0,0,0,0,50,100,100,0,0,0,1000
1000,0,0,100,100,100,0,0,0,0,0,0,0,300,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,300,0,0,0,0,0,0,0,100,100,100,0,0,1000
1000,0,0,0,100,100,50,0,0,0,0,50,300,0,300,50,0,0,50,300,0,0,300,50,0,0,0,0,50,300,0,0,300,50,0,0,50,300,0,300,50,0,0,0,0,50,100,100,0,0,0,1000
1000,0,0,0,50,50,0,0,0,0,0,0,0,300,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,300,0,0,0,0,0,0,0,50,50,0,0,0,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,0,400,50,50,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,50,50,400,0,1000
1000,0,400,400,400,400,400,0,0,0,50,50,0,0,0,0,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,350,0,0,0,0,50,50,0,0,0,400,400,400,400,400,0,1000
1000,0,400,400,400,400,50,0,0,0,300,300,0,0,0,350,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,350,350,0,0,0,300,300,0,0,0,50,400,400,400,400,0,1000
1000,0,400,400,400,400,50,0,50,300,0,0,300,50,0,0,350,350,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,350,350,0,0,50,300,0,0,300,50,0,50,400,400,400,400,0,1000
1000,0,400,400,400,400,400,0,0,0,300,300,0,0,0,50,350,350,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,350,350,50,0,0,0,300,300,0,0,0,400,400,400,400,400,0,1000
1000,0,400,50,50,400,400,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,400,400,50,50,400,0,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,250,0,250,50,0,0,0,0,50,250,0,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,250,250,250,50,0,0,0,0,50,250,250,250,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,0,0,0,50,50,0,0,0,0,0,0,0,300,0,0,0,0,0,50,250,0,250,50,0,0,0,0,50,250,0,250,50,0,0,0,0,0,300,0,0,0,0,0,0,0,50,50,0,0,0,1000
1000,0,0,0,100,100,50,0,0,0,0,50,300,0,300,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,300,0,300,50,0,0,0,0,50,100,100,0,0,0,1000
1000,0,0,100,100,100,0,0,0,0,0,0,0,300,0,0,0,0,0,50,250,0,250,50,0,0,0,0,50,250,0,250,50,0,0,0,0,0,300,0,0,0,0,0,0,0,100,100,100,0,0,1000
1000,0,0,0,100,100,50,0,0,0,0,0,0,50,0,0,0,0,0,50,250,250,250,50,0,0,0,0,50,250,250,250,50,0,0,0,0,0,50,0,0,0,0,0,0,50,100,100,0,0,0,1000
1000,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,250,0,250,50,0,0,0,0,50,250,0,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,300,50,0,0,0,50,0,0,0,0,50,250,0,250,50,0,0,0,50,250,0,250,50,0,0,0,0,50,250,0,250,50,0,0,0,50,250,0,250,50,0,0,0,50,0,0,0,0,50,300,1000
1000,0,0,0,0,0,300,0,0,0,0,50,250,250,250,50,0,0,0,50,250,250,250,50,0,0,0,0,50,250,250,250,50,0,0,0,50,250,250,250,50,0,0,0,300,0,0,0,0,0,0,1000
1000,300,50,0,50,300,0,300,50,0,0,50,250,0,250,50,0,0,0,50,250,0,250,50,0,0,0,0,50,250,0,250,50,0,0,0,50,250,0,250,50,0,50,300,0,300,50,0,0,50,300,1000
1000,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,1000
1000,300,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,300,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,300,50,0,0,0,0,0,50,250,0,250,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,250,0,250,50,0,0,0,0,50,300,1000
1000,0,0,0,0,0,0,0,50,250,250,250,50,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,50,250,250,250,50,0,0,0,0,0,0,1000
1000,300,50,0,0,0,0,0,50,250,0,250,50,0,0,0,0,50,300,0,300,50,0,0,0,0,0,0,0,0,0,50,300,0,300,50,0,0,0,0,50,250,0,250,50,0,0,0,0,50,300,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,0,0,0,0,0,70,70,70,70,70,70,70,70,70,0,0,0,0,0,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,1000
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
